sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
109,43.99427204,288358.4,,0.233052897,,4.558082904,0.452950064,9.51816E+11,-237047.1673,-3.27963E+15,1.073894264,,373087.7733,-2.796012699,0.491249132,1.046049724,1.25588E+13,63186.6891,145462.5738,-10.36886608,1980,27391.72092,0.11045934,336.3741286,0.844177077,232816.5186,140640.417,-9.21784403,183.8929726,0.102805742,-20.58518767,85.56913254,,2.118525615,1.902347074,18.25099129,-5.15379E+12,628478.2636,25.36582787,741634344,162142.9017,120.9744496,-2745622223,-514538.2174,30.30378635,0.270131985,9.071812162,548365.3923,-521637376.7,29.43419942,0.673383793,6.48491E+14,643960.7794,0.035951504,288358.4,244750.909,,0,-25517.89087,16.57313541,72954675.2,-237025.5249,0.475525903,278.4580828,1126.4,11,-3.58925E+13,204.8411678,,401637.477,172.1693823,0.220227541,-2894577.081,0.48077001,1.942027497,445.3681677,6.487534977,0,4505.6,-7.0511E+15,0.88,2.867871905,19461623635,0.457599627,-3.28948E+13,0.021523695,5.85233E+12,-40431674313,18022.4,-260421074.2,305971.792,-1.0025E+12,1126.4,275076.3888,29821566.09,149.7106356,-381825.9272,3.827325356,106582.2132,197.4558754,0,754513858.3,,1.418742294,0.111965953,19.05659001,,2
110,,288358.4,1.107156545,1.044976308,276.1922345,2.22791315,-9.260349016,-2.97678E+11,239879.3737,3.28948E+14,,225.9858431,16677.26483,14.87109155,12.01122405,0.968593511,-2.04539E+13,58927.33282,428906.5445,12.68077703,1980,139954.709,-0.01909017,534.2267314,1.870021479,164107.0902,110716.7982,18.58775469,220.5308195,0.153482482,-15.80532832,108.2797057,44,23.2329199,0.011597493,-0.406415567,63133057176,,22.34001724,-2933280349,436863.2467,,,-122726.211,18.72919958,7.983638782,23.59989634,636489.245,820037602.9,-63.72838195,,5.06982E+14,59884.85585,2.507283147,288358.4,625869.0538,15.5190113,0,-56879.89132,-4.710990405,72954675.2,-585926.2941,0.089326968,391.5334307,1126.4,11,-3.98099E+12,76.20738982,,,126.1934535,0.042006277,-8957523.976,1.139047261,0.103357855,382.4188107,9.951555436,0,4505.6,,0.88,76.60424577,-8532021693,0.026362927,6.96037E+13,1.004218521,1.68955E+13,-1.34137E+11,18022.4,-38789430.32,,-1.1349E+13,1126.4,518097.9735,-14656639.42,56.83895486,-1759961.586,22.72608107,240152.9508,252.3572803,0,385491838.4,177.976545,0.83516014,2.511670218,-12.09743211,222.9209889,1
111,90.63045586,288358.4,1.101515079,1.336267031,,5.223102603,-2.623558305,-1.8016E+11,-366009.3075,-1.90052E+15,1.076366469,537.9528809,582975.1684,-4.474605981,-3.041741249,0.093979995,-7.55744E+12,5894.61943,330507.4949,27.07067304,1980,,0.046499353,,0.783617425,,29279.10694,-24.65597491,396.5595655,0.330421567,4.797155629,-0.700163792,44,0.662205324,0.777197001,-32.7543925,1.90239E+12,683720.4377,28.40663445,1830105394,496671.7603,189.1552269,2657107763,-854337.483,20.66391465,1.023336384,-4.638182657,648681.4575,734124432.6,-12.75943997,0.348228261,1.04007E+14,541028.0716,0.048290631,288358.4,275814.0017,22.76726279,0,-163954.2884,8.759780047,72954675.2,91576.21294,0.760877387,348.0505698,1126.4,11,-1.82663E+13,195.7481268,284374.8035,,213.0412863,,874226.9239,0.117949766,0.252247828,713.2572853,-28.17780891,0,4505.6,,0.88,-67.49615849,13276320786,0.090150218,-2.0265E+13,0.012403478,5.66382E+12,-81550780580,18022.4,-12697312.63,491896.6675,5.79691E+12,1126.4,72891.59436,-14113217,56.76380427,94006.3419,2.825247421,162418.6061,184.9544439,0,55581905.86,125.2117765,2.677895636,0.078730432,6.562256789,283.4321834,0
112,,288358.4,1.100012147,0.78145315,263.5793904,6.484292804,-4.463183333,5.81479E+11,-87034.08178,-4.65127E+15,0.512539799,261.7628281,563981.0746,25.73128142,29.76394814,1.012485277,5.15314E+13,6557.608659,54870.00854,-36.58715894,1980,216349.8484,0.080543844,363.4616555,0.261314166,137378.3541,47406.78647,25.70261368,432.4927752,1.682972824,10.7644349,68.96558239,44,-3.391321323,0.927212632,14.12165895,-3.43863E+11,,3.159906309,-801363853.2,329030.5883,205.1418851,5388306740,-648862.4712,-0.054745386,0.656331048,21.72813744,,-114558092.9,-22.14914796,,4.01522E+15,242639.8245,0.514960953,288358.4,121811.8511,16.97058108,0,-109212.2045,17.0014721,72954675.2,151331.7731,0.227004436,189.9345456,1126.4,11,1.83371E+13,-0.31465777,310557.6456,,166.0435143,0.066105699,2154796.731,0.386551427,1.835727497,543.9115995,15.79880736,0,4505.6,-1.68E+16,0.88,90.75841923,,,1.0093E+14,0.021504945,,39725439268,,85982856.02,539760.3853,-1.48511E+12,1126.4,,-19376321.82,53.64104277,-726302.2647,11.72474338,205881.3344,212.8964272,0,803148986.4,180.2551568,3.293522743,0.322812512,-4.915353601,,2
113,65.78423498,288358.4,1.105099752,0.592757986,220.6161628,7.76918667,7.193435343,-3.63591E+11,599852.2793,1.20836E+14,1.085223674,401.6675631,499906.2256,-1.699085959,-1.613874188,0.055453576,-1.38262E+13,83385.89326,299264.1062,56.83242609,1980,457057.4976,0.050746599,,1.13010686,253196.9902,94102.58805,,437.6598218,0.491519069,22.33656508,19.24198678,44,0.875895289,0.077791302,3.447163804,-1.68333E+13,,,-531356044.2,68036.15698,271.6881087,-5164233825,-270253.0479,24.18785722,-0.101349887,11.03453345,340126.5027,,-10.01121425,1.497396634,7.34903E+15,273474.3541,1.581061988,288358.4,,-16.79371086,0,-21634.9949,8.093124793,72954675.2,-58327.28768,0.450426924,238.4156884,1126.4,11,-2.16825E+13,180.9002819,185611.7587,632669.0978,224.9817366,1.063016586,7672937.677,0.606892474,2.007995474,315.5466256,-2.600598576,0,,-7.98853E+15,0.88,-67.93245942,-37882859042,0.04012873,5.95801E+13,0.013949172,,18583880744,18022.4,241790696.4,617309.4354,-3.74677E+12,,562496.3124,14701540.35,90.39213983,-229359.3228,7.621936918,86322.2828,416.8646041,0,1158916963,,1.102389441,2.397046424,7.468344742,79.95158394,0
114,61.39614958,288358.4,1.096027077,,,6.73893546,8.551137946,-3.65489E+11,-3225.446644,1.5076E+15,1.082268942,252.666801,429217.8123,-1.473538329,-12.66406725,1.058369741,6.07807E+12,76666.399,523942.4367,20.31726151,1980,171573.8735,-0.064122617,171.4702911,2.304738056,,22813.45852,-19.75041846,508.8715495,0.551277558,3.633362981,111.8141881,44,15.59056508,,9.698903182,1.07792E+12,266812.1072,15.80108999,-320403009.5,119471.3604,296.3392811,-1250843345,-913469.7004,12.54568381,0.15434323,20.54841186,242369.3869,687173027.1,-24.28109968,1.19801822,5.20731E+14,537868.1124,1.160688667,,391030.4954,-8.652195908,0,105663.6236,3.213296246,72954675.2,-54514.66823,0.421642488,,1126.4,11,3.71226E+13,138.4578559,145634.8769,,212.2379409,1.023858203,-699383.2897,1.699446856,0.503133633,297.3524574,21.52822701,0,4505.6,2.34E+16,0.88,-35.75506331,-29776208289,,-6.69028E+13,0.005453075,-7.84466E+12,87779911659,18022.4,-187327508.5,537535.3018,2.14008E+13,1126.4,670485.1183,10225464.17,,666719.2504,8.14869875,184457.7319,259.4033908,0,-272184167,,5.009024184,0.38895831,2.310918204,265.2953703,0
115,58.06347443,288358.4,1.108723617,1.176085836,306.3302485,20.72454992,-17.29695004,-11165910383,-1438804.015,-1.07309E+15,1.047057618,409.277703,25115.77417,0.236739283,-1.937190032,0.061244072,2.11803E+13,9131.646437,392411.9747,38.11909363,1980,,-0.021544711,352.6516144,,31921.33737,100373.2853,-8.028017433,,1.248790518,5.181741767,12.9666221,44,-13.15950524,,-15.5337968,-5.52837E+11,551552.891,9.081009143,-135312296,95962.2942,255.5083533,-775392213,775277.8072,24.41627304,-0.098641304,11.24668044,479938.4736,686037458,-69.33094551,,5.9868E+14,206337.8028,,288358.4,108084.5883,,0,146829.3598,10.48776091,72954675.2,-980654.8779,0.143049249,,1126.4,11,1.46259E+13,115.7601962,199591.1516,346189.8012,238.8669649,1.10264924,-3613489.891,0.416127938,0.222585208,352.498696,19.77234014,0,4505.6,3.26185E+15,0.88,-128.5152618,22949125655,,-1.40213E+14,0.003314375,-4.75693E+12,-1.33606E+11,18022.4,-123284316.3,279690.1245,1.82154E+13,1126.4,528321.9355,10607441.02,129.6778713,,-13.55903348,,204.3492826,0,336424740,156.7552752,0.280182836,0.306941342,4.534716906,259.0105796,0
116,52.31680515,288358.4,1.109744358,1.128177491,258.6019963,3.191555316,-5.147503159,-30167794751,-255397.2369,-1.6671E+15,0.694722508,379.3627759,290447.3511,19.60070389,3.050275663,1.072110895,-2.60458E+13,98181.52179,,6.499160431,1980,,0.049457997,372.1015497,0.114420227,,71368.32034,,333.0146194,0.190169779,-27.42499086,-72.12360266,44,11.40296836,0.64363609,20.99183429,-5.51573E+12,647529.5258,20.42917882,-228106575,195694.4926,354.156355,1972946203,1128213.265,6.676297737,0.416965576,22.18762911,101030.4647,,,4.382910551,1.6138E+15,371668.5906,3.661493806,288358.4,,-24.01411731,0,43620.37531,-3.010994014,72954675.2,32207.75328,,,1126.4,11,-1.10043E+13,206.2087367,194575.1628,665606.9444,163.4743283,,-5842545.741,1.516203887,0.723457305,348.0925692,-16.48025081,0,4505.6,1.51E+16,0.88,-35.51977115,14476063154,0.566286843,,0.023905937,8.68394E+12,-95246061235,18022.4,47967261.82,113461.8663,-4.46212E+12,1126.4,243.2911217,-10854227.87,138.1636049,390245.957,-0.514146091,,220.8111228,0,-1542170.871,269.9198397,0.141744087,0.994452258,-0.236739228,234.2244147,4
117,,288358.4,1.102744219,0.153262698,171.2428113,12.23384896,0.113538081,1.89457E+11,,3.11546E+15,0.495476176,290.5929763,533198.8444,6.936394327,-7.75245765,0.982598058,1.93813E+13,42684.73296,486967.44,34.74288442,1980,277731.7911,0.030499307,251.3223247,1.2528177,26454.91535,,,330.4207468,2.736678487,-1.912193918,80.52177379,44,4.9639962,0.052387224,-2.071217383,2.53123E+13,719476.6488,14.54839048,92255713.45,536206.1032,210.2970455,1380739088,-2062833.394,34.08334189,0.329674777,-9.065802709,243198.6662,,-74.39592909,0.002281194,,380755.2187,0.799355608,288358.4,1965.848041,27.77177524,0,7305.451844,4.703990517,72954675.2,669917.9174,3.874077867,124.313802,1126.4,11,-3.02583E+13,124.6277272,163557.0337,115944.9402,164.6921727,0.040733721,-7087437.664,0.004689084,0.105110942,467.194987,6.552763017,0,,3.91913E+15,0.88,-5.065862832,-7394644659,0.11578555,-1.09394E+13,-0.005769877,4.53423E+12,1.21076E+11,18022.4,2050418.914,754999.7907,-5.06837E+12,1126.4,221803.9745,-15444010.83,135.3201818,97076.04836,7.199305247,,236.2702441,0,262718597.3,91.38892239,0.196803744,0.459566907,33.71406828,200.9572959,2
118,91.2128074,288358.4,1.104625519,0.068126233,177.9621934,21.16200017,-11.09516068,-99254663375,796280.6878,-6.87565E+15,1.073366434,471.0631948,,-8.150787488,-16.9745292,1.083433813,6.42448E+13,31448.77301,302310.2381,13.0524054,1980,240743.9033,,447.7040705,1.336628746,191853.8065,87952.12067,-7.406478005,307.4160025,0.272532748,8.994609535,96.00064167,44,-16.23824331,1.379436675,16.06503772,-5.56931E+12,25440.00904,19.12474007,1165467799,313839.6526,181.8071371,-836104280.8,-1113260.929,33.90797966,-0.638412307,4.950496931,356392.882,-321741716.7,50.13995452,0.979527089,-4.08125E+15,99399.24651,0.206790106,288358.4,300545.5016,-18.25268247,0,-8642.441509,-1.623560149,72954675.2,370525.7929,1.753020957,249.095551,1126.4,11,1.13693E+13,77.85510646,486054.9211,159577.4031,184.3368789,1.066307773,-3495135.114,,0.704212479,248.9979101,11.06655272,0,4505.6,-3.86599E+15,0.88,39.68781089,474847662.5,0.10130583,8.63888E+13,0.021302594,8.65618E+12,1.14723E+11,18022.4,69785862.04,191444.5189,4.10076E+12,1126.4,530331.5051,-6959371.211,137.5601303,-325289.2913,-22.48194169,126640.8046,,0,63592345.65,,0.165855726,1.654422998,-26.89025801,166.4470521,0
